1448; 0.73; 0.24; -9.71; -0.56; 1.57; -0.52
1474; 0.75; 0.22; -9.72; -0.59; 1.53; -0.46
1500; 0.74; 0.24; -9.7; -0.53; 1.26; -0.31
1525; 0.69; 0.21; -9.7; -0.63; 1.49; -0.37
1552; 0.72; 0.23; -9.68; -0.49; 1.3; -0.47
1577; 0.71; 0.25; -9.68; -0.57; 1.55; -0.42
1603; 0.72; 0.24; -9.71; -0.69; 1.32; -0.57
1629; 0.74; 0.25; -9.68; -0.63; 1.4; -0.37
1654; 0.74; 0.21; -9.67; -0.53; 1.44; -0.46
1681; 0.75; 0.22; -9.67; -0.37; 1.46; -0.55
1707; 0.74; 0.23; -9.67; -0.52; 1.35; -0.58
1738; 0.75; 0.19; -9.67; -0.59; 1.39; -0.39
1764; 0.73; 0.2; -9.7; -0.45; 1.33; -0.38
1790; 0.73; 0.21; -9.69; -0.67; 1.31; -0.51
1817; 0.78; 0.19; -9.67; -0.53; 1.34; -0.39
1843; 0.71; 0.21; -9.7; -0.73; 1.48; -0.59
1869; 0.72; 0.21; -9.73; -0.77; 1.34; -0.43
1905; 0.69; 0.25; -9.73; -0.44; 1.41; -0.6
1932; 0.72; 0.24; -9.73; -0.57; 1.5; -0.48
1957; 0.71; 0.19; -9.68; -0.5; 1.5; -0.49
1984; 0.73; 0.22; -9.71; -0.58; 1.46; -0.45
2011; 0.74; 0.19; -9.7; -0.69; 1.31; -0.37
2036; 0.74; 0.21; -9.65; -0.66; 1.4; -0.46
2063; 0.73; 0.18; -9.7; -0.5; 1.43; -0.28
2095; 0.75; 0.21; -9.69; -0.56; 1.43; -0.4
2121; 0.75; 0.24; -9.69; -0.43; 1.33; -0.42
2147; 0.73; 0.21; -9.69; -0.53; 1.42; -0.45
2173; 0.7; 0.19; -9.7; -0.57; 1.29; -0.46
2199; 0.72; 0.22; -9.7; -0.51; 1.46; -0.49
2225; 0.7; 0.2; -9.71; -0.69; 1.3; -0.45
2251; 0.73; 0.24; -9.68; -0.69; 1.44; -0.45
2277; 0.73; 0.22; -9.67; -0.41; 1.42; -0.5
2304; 0.76; 0.24; -9.71; -0.54; 1.43; -0.65
2329; 0.73; 0.21; -9.7; -0.58; 1.46; -0.4
2355; 0.73; 0.21; -9.71; -0.51; 1.42; -0.48
2381; 0.73; 0.24; -9.68; -0.72; 1.37; -0.56
2407; 0.72; 0.2; -9.74; -0.5; 1.3; -0.56
2439; 0.7; 0.23; -9.67; -0.53; 1.5; -0.42
2465; 0.74; 0.2; -9.71; -0.61; 1.34; -0.53
2491; 0.76; 0.2; -9.66; -0.47; 1.42; -0.5
2518; 0.73; 0.18; -9.67; -0.62; 1.23; -0.53
2543; 0.72; 0.2; -9.69; -0.55; 1.27; -0.42
2569; 0.75; 0.18; -9.68; -0.56; 1.52; -0.43
2595; 0.71; 0.26; -9.68; -0.57; 1.49; -0.4
2621; 0.71; 0.19; -9.68; -0.59; 1.46; -0.37
2648; 0.74; 0.26; -9.71; -0.62; 1.43; -0.56
2673; 0.78; 0.24; -9.67; -0.72; 1.3; -0.32
2715; 0.76; 0.24; -9.68; -0.54; 1.56; -0.53
2741; 0.74; 0.23; -9.73; -0.56; 1.4; -0.43
2774; 0.71; 0.24; -9.71; -0.48; 1.35; -0.52
2799; 0.71; 0.21; -9.7; -0.67; 1.35; -0.53
2826; 0.73; 0.2; -9.71; -0.67; 1.48; -0.52
2851; 0.72; 0.23; -9.72; -0.59; 1.23; -0.5
2877; 0.71; 0.19; -9.72; -0.56; 1.38; -0.53
2904; 0.71; 0.21; -9.68; -0.63; 1.53; -0.36
2929; 0.73; 0.21; -9.71; -0.47; 1.43; -0.61
2956; 0.73; 0.22; -9.72; -0.5; 1.3; -0.41
2981; 0.73; 0.22; -9.69; -0.43; 1.32; -0.4
3007; 0.76; 0.22; -9.69; -0.52; 1.4; -0.63
3034; 0.74; 0.23; -9.7; -0.59; 1.42; -0.38
3059; 0.71; 0.23; -9.69; -0.61; 1.46; -0.58
3086; 0.75; 0.23; -9.66; -0.53; 1.26; -0.52
3118; 0.72; 0.22; -9.72; -0.58; 1.41; -0.44
3143; 0.73; 0.15; -9.73; -0.64; 1.41; -0.43
3170; 0.7; 0.22; -9.69; -0.26; 1.36; -0.42
3196; 0.73; 0.23; -9.71; -0.66; 1.39; -0.35
3222; 0.71; 0.19; -9.69; -0.61; 1.43; -0.42
3249; 0.75; 0.22; -9.73; -0.47; 1.3; -0.47
3274; 0.72; 0.23; -9.72; -0.6; 1.56; -0.41
3301; 0.75; 0.22; -9.71; -0.56; 1.36; -0.43
3328; 0.72; 0.23; -9.74; -0.74; 1.23; -0.47
3353; 0.69; 0.2; -9.69; -0.6; 1.3; -0.21
3380; 0.72; 0.25; -9.7; -0.6; 1.54; -0.53
3405; 0.74; 0.21; -9.69; -0.44; 1.5; -0.49
3432; 0.75; 0.18; -9.7; -0.6; 1.47; -0.5
3464; 0.73; 0.22; -9.67; -0.59; 1.24; -0.45
3490; 0.75; 0.22; -9.68; -0.53; 1.42; -0.59
3516; 0.71; 0.21; -9.71; -0.64; 1.38; -0.46
3542; 0.72; 0.2; -9.69; -0.58; 1.4; -0.36
3568; 0.71; 0.22; -9.7; -0.54; 1.59; -0.41
3594; 0.77; 0.18; -9.7; -0.56; 1.15; -0.52
3619; 0.72; 0.23; -9.69; -0.49; 1.48; -0.47
3646; 0.7; 0.21; -9.69; -0.7; 1.33; -0.43
3672; 0.76; 0.23; -9.71; -0.57; 1.33; -0.41
3698; 0.74; 0.24; -9.71; -0.53; 1.27; -0.52
3724; 0.72; 0.21; -9.69; -0.7; 1.33; -0.41
3750; 0.74; 0.2; -9.71; -0.49; 1.46; -0.5
3776; 0.74; 0.22; -9.71; -0.56; 1.42; -0.39
3808; 0.75; 0.25; -9.7; -0.69; 1.3; -0.37
3833; 0.75; 0.21; -9.7; -0.6; 1.37; -0.51
3860; 0.72; 0.23; -9.68; -0.54; 1.45; -0.38
3886; 0.75; 0.24; -9.73; -0.67; 1.3; -0.45
3912; 0.75; 0.22; -9.71; -0.63; 1.36; -0.4
3938; 0.74; 0.17; -9.71; -0.41; 1.37; -0.46
3964; 0.75; 0.23; -9.7; -0.57; 1.36; -0.66
3990; 0.68; 0.18; -9.67; -0.76; 1.38; -0.37
4016; 0.75; 0.18; -9.69; -0.62; 1.37; -0.56
4042; 0.69; 0.22; -9.7; -0.59; 1.37; -0.5
4068; 0.72; 0.16; -9.71; -0.6; 1.39; -0.62
4094; 0.74; 0.24; -9.68; -0.5; 1.48; -0.43
4120; 0.72; 0.24; -9.71; -0.66; 1.37; -0.6
4152; 0.73; 0.26; -9.72; -0.48; 1.36; -0.4
4177; 0.73; 0.19; -9.69; -0.73; 1.31; -0.47
4204; 0.72; 0.17; -9.74; -0.47; 1.43; -0.37
4230; 0.74; 0.23; -9.69; -0.53; 1.37; -0.44
4256; 0.69; 0.23; -9.65; -0.57; 1.31; -0.51
4282; 0.74; 0.23; -9.68; -0.53; 1.46; -0.53
4307; 0.78; 0.17; -9.68; -0.54; 1.29; -0.41
4334; 0.72; 0.26; -9.68; -0.58; 1.37; -0.37
4360; 0.74; 0.25; -9.7; -0.63; 1.35; -0.49
4386; 0.71; 0.24; -9.72; -0.5; 1.24; -0.32
4412; 0.74; 0.22; -9.7; -0.51; 1.34; -0.51
4438; 0.75; 0.23; -9.71; -0.51; 1.36; -0.44
4470; 0.76; 0.2; -9.7; -0.63; 1.27; -0.43
4496; 0.75; 0.23; -9.68; -0.62; 1.41; -0.5
4523; 0.75; 0.21; -9.69; -0.5; 1.37; -0.4
4548; 0.75; 0.21; -9.67; -0.53; 1.4; -0.62
4575; 0.71; 0.23; -9.65; -0.6; 1.47; -0.47
4600; 0.71; 0.2; -9.66; -0.61; 1.4; -0.51
4627; 0.7; 0.23; -9.7; -0.56; 1.27; -0.58
4653; 0.73; 0.2; -9.67; -0.3; 1.44; -0.62
4679; 0.68; 0.26; -9.67; -0.58; 1.37; -0.47
4705; 0.74; 0.21; -9.68; -0.52; 1.37; -0.75
4731; 0.69; 0.18; -9.67; -0.5; 1.37; -0.44
4757; 0.7; 0.22; -9.68; -0.63; 1.4; -0.5
4784; 0.75; 0.24; -9.68; -0.51; 1.31; -0.47
4815; 0.71; 0.22; -9.7; -0.63; 1.37; -0.47
4842; 0.7; 0.19; -9.71; -0.52; 1.35; -0.32
4868; 0.71; 0.22; -9.74; -0.53; 1.31; -0.37
4893; 0.75; 0.21; -9.72; -0.56; 1.38; -0.43
4920; 0.71; 0.21; -9.67; -0.56; 1.4; -0.59
4945; 0.72; 0.22; -9.69; -0.4; 1.3; -0.43
4971; 0.73; 0.2; -9.7; -0.58; 1.29; -0.34
4998; 0.75; 0.26; -9.67; -0.6; 1.44; -0.45
5023; 0.73; 0.22; -9.68; -0.77; 1.37; -0.44
5050; 0.78; 0.2; -9.67; -0.63; 1.18; -0.69
5075; 0.74; 0.22; -9.69; -0.67; 1.4; -0.44
5111; 0.71; 0.22; -9.7; -0.56; 1.4; -0.34
5137; 0.75; 0.24; -9.71; -0.61; 1.29; -0.58
5170; 0.72; 0.25; -9.73; -0.48; 1.38; -0.6
5195; 0.73; 0.23; -9.68; -0.4; 1.46; -0.56
5222; 0.77; 0.22; -9.73; -0.51; 1.35; -0.46
5248; 0.75; 0.22; -9.67; -0.62; 1.39; -0.39
5273; 0.75; 0.19; -9.67; -0.57; 1.37; -0.53
5300; 0.77; 0.21; -9.62; -0.5; 1.29; -0.61
5325; 0.71; 0.2; -9.72; -0.54; 1.43; -0.37
5351; 0.7; 0.2; -9.73; -0.58; 1.3; -0.47
5378; 0.74; 0.21; -9.7; -0.47; 1.31; -0.62
5403; 0.73; 0.22; -9.69; -0.6; 1.32; -0.59
5429; 0.72; 0.21; -9.66; -0.52; 1.4; -0.48
5455; 0.72; 0.22; -9.73; -0.51; 1.35; -0.4
5481; 0.69; 0.2; -9.72; -0.59; 1.25; -0.57
5513; 0.74; 0.25; -9.68; -0.65; 1.19; -0.28
5538; 0.73; 0.2; -9.7; -0.51; 1.4; -0.51
5565; 0.72; 0.19; -9.67; -0.57; 1.21; -0.53
5591; 0.73; 0.18; -9.71; -0.66; 1.27; -0.43
5616; 0.73; 0.23; -9.71; -0.69; 1.44; -0.52
5643; 0.76; 0.22; -9.7; -0.43; 1.39; -0.49
5668; 0.73; 0.21; -9.64; -0.53; 1.32; -0.28
5694; 0.71; 0.27; -9.65; -0.6; 1.4; -0.5
5736; 0.73; 0.17; -9.71; -0.67; 1.27; -0.43
5763; 0.71; 0.19; -9.7; -0.55; 1.39; -0.5
5788; 0.67; 0.23; -9.68; -0.67; 1.35; -0.28
5814; 0.74; 0.23; -9.7; -0.53; 1.43; -0.44
5840; 0.7; 0.23; -9.68; -0.74; 1.43; -0.39
5872; 0.65; 0.22; -9.7; -0.69; 1.15; -0.5
5898; 0.73; 0.23; -9.69; -0.57; 1.15; -0.46
5924; 0.75; 0.24; -9.68; -0.72; 1.3; -0.52
5950; 0.74; 0.21; -9.72; -0.61; 1.39; -0.56
5977; 0.73; 0.22; -9.72; -0.67; 1.3; -0.66
6002; 0.71; 0.23; -9.71; -0.48; 1.37; -0.6
6029; 0.77; 0.26; -9.71; -0.58; 1.28; -0.53
6054; 0.73; 0.21; -9.72; -0.57; 1.41; -0.49
6081; 0.74; 0.22; -9.67; -0.47; 1.24; -0.43
6107; 0.74; 0.19; -9.72; -0.55; 1.29; -0.63
6133; 0.73; 0.21; -9.69; -0.49; 1.26; -0.5
6159; 0.76; 0.23; -9.69; -0.47; 1.43; -0.43
6192; 0.73; 0.25; -9.66; -0.54; 1.32; -0.55
6217; 0.71; 0.22; -9.68; -0.47; 1.28; -0.53
6243; 0.73; 0.21; -9.69; -0.69; 1.2; -0.36
6269; 0.74; 0.21; -9.68; -0.5; 1.43; -0.4
6295; 0.72; 0.25; -9.67; -0.63; 1.37; -0.42
6321; 0.72; 0.24; -9.65; -0.59; 1.28; -0.49
6347; 0.75; 0.19; -9.69; -0.5; 1.43; -0.43
6373; 0.69; 0.26; -9.71; -0.69; 1.38; -0.5
6398; 0.75; 0.2; -9.73; -0.5; 1.34; -0.45
6425; 0.76; 0.27; -9.7; -0.52; 1.24; -0.46
6451; 0.73; 0.21; -9.66; -0.51; 1.43; -0.4
6476; 0.72; 0.23; -9.67; -0.63; 1.43; -0.47
6503; 0.71; 0.21; -9.71; -0.64; 1.49; -0.5
6535; 0.7; 0.23; -9.72; -0.53; 1.4; -0.5
6560; 0.75; 0.23; -9.69; -0.51; 1.27; -0.55
6586; 0.75; 0.16; -9.7; -0.53; 1.46; -0.59
6612; 0.74; 0.23; -9.67; -0.52; 1.28; -0.32
6638; 0.73; 0.23; -9.69; -0.66; 1.38; -0.63
6664; 0.69; 0.23; -9.69; -0.5; 1.37; -0.48
6690; 0.74; 0.23; -9.68; -0.63; 1.25; -0.51
6716; 0.71; 0.22; -9.69; -0.47; 1.27; -0.47
6742; 0.69; 0.21; -9.68; -0.46; 1.22; -0.5
6767; 0.71; 0.28; -9.68; -0.62; 1.46; -0.64
6794; 0.78; 0.29; -9.64; -0.51; 1.43; -0.45
6819; 0.71; 0.2; -9.65; -0.52; 1.4; -0.45
6845; 0.73; 0.2; -9.67; -0.68; 1.41; -0.57
6877; 0.74; 0.2; -9.69; -0.74; 1.4; -0.48
6903; 0.73; 0.23; -9.66; -0.5; 1.46; -0.5
6929; 0.72; 0.21; -9.66; -0.67; 1.3; -0.58
6955; 0.76; 0.19; -9.71; -0.46; 1.46; -0.4
6981; 0.7; 0.17; -9.72; -0.57; 1.42; -0.46
7007; 0.75; 0.2; -9.68; -0.56; 1.35; -0.56
7032; 0.76; 0.25; -9.71; -0.47; 1.27; -0.59
7059; 0.71; 0.21; -9.65; -0.63; 1.4; -0.4
7085; 0.72; 0.21; -9.7; -0.54; 1.36; -0.45
7110; 0.75; 0.22; -9.69; -0.53; 1.29; -0.35
7136; 0.72; 0.2; -9.71; -0.63; 1.3; -0.6
7162; 0.72; 0.22; -9.69; -0.55; 1.39; -0.53
7188; 0.74; 0.19; -9.69; -0.47; 1.43; -0.37
7220; 0.72; 0.22; -9.75; -0.47; 1.34; -0.54
7245; 0.74; 0.22; -9.72; -0.63; 1.25; -0.41
7272; 0.71; 0.19; -9.72; -0.49; 1.39; -0.39
7298; 0.69; 0.19; -9.69; -0.56; 1.3; -0.52
7324; 0.72; 0.24; -9.71; -0.57; 1.42; -0.38
7350; 0.75; 0.2; -9.64; -0.49; 1.28; -0.42
7376; 0.71; 0.17; -9.7; -0.37; 1.27; -0.48
7402; 0.74; 0.23; -9.67; -0.6; 1.4; -0.33
7428; 0.73; 0.19; -9.7; -0.45; 1.27; -0.5
7454; 0.74; 0.19; -9.68; -0.57; 1.32; -0.45
7480; 0.75; 0.2; -9.72; -0.77; 1.17; -0.43
7506; 0.67; 0.22; -9.69; -0.67; 1.23; -0.52
7532; 0.73; 0.24; -9.73; -0.6; 1.3; -0.43
7565; 0.74; 0.23; -9.68; -0.72; 1.5; -0.46
7590; 0.75; 0.26; -9.71; -0.53; 1.37; -0.5
7616; 0.74; 0.22; -9.69; -0.5; 1.34; -0.5
7642; 0.74; 0.18; -9.7; -0.58; 1.25; -0.54
7668; 0.74; 0.2; -9.7; -0.66; 1.56; -0.48
7694; 0.72; 0.23; -9.67; -0.6; 1.53; -0.49
7719; 0.75; 0.23; -9.72; -0.43; 1.46; -0.41
7745; 0.73; 0.19; -9.7; -0.58; 1.4; -0.48
7772; 0.71; 0.19; -9.7; -0.52; 1.62; -0.47
7797; 0.71; 0.21; -9.69; -0.58; 1.35; -0.4
7823; 0.72; 0.2; -9.72; -0.61; 1.4; -0.42
7848; 0.68; 0.21; -9.69; -0.58; 1.38; -0.65
7881; 0.73; 0.2; -9.69; -0.59; 1.57; -0.39
7907; 0.75; 0.21; -9.67; -0.5; 1.31; -0.55
7932; 0.7; 0.17; -9.64; -0.41; 1.36; -0.54
7958; 0.7; 0.22; -9.69; -0.48; 1.27; -0.62
7985; 0.73; 0.19; -9.69; -0.6; 1.35; -0.37
8010; 0.7; 0.21; -9.7; -0.53; 1.35; -0.57
8036; 0.7; 0.24; -9.68; -0.56; 1.4; -0.62
8061; 0.73; 0.18; -9.69; -0.48; 1.37; -0.48
8088; 0.71; 0.23; -9.67; -0.42; 1.64; -0.43
8114; 0.75; 0.23; -9.7; -0.55; 1.26; -0.53
8139; 0.74; 0.22; -9.69; -0.66; 1.3; -0.56
8166; 0.73; 0.21; -9.71; -0.44; 1.35; -0.47
8192; 0.72; 0.23; -9.7; -0.66; 1.59; -0.43
8223; 0.74; 0.18; -9.68; -0.66; 1.34; -0.47
8249; 0.7; 0.19; -9.69; -0.64; 1.44; -0.53
8285; 0.72; 0.17; -9.7; -0.55; 1.49; -0.44
8310; 0.75; 0.23; -9.69; -0.68; 1.34; -0.54
8337; 0.71; 0.2; -9.66; -0.43; 1.4; -0.53
8363; 0.72; 0.21; -9.74; -0.63; 1.26; -0.32
8388; 0.75; 0.18; -9.7; -0.56; 1.36; -0.39
8415; 0.72; 0.23; -9.65; -0.53; 1.2; -0.43
8440; 0.75; 0.18; -9.67; -0.6; 1.34; -0.4
8466; 0.73; 0.22; -9.69; -0.41; 1.4; -0.46
8493; 0.77; 0.22; -9.69; -0.52; 1.46; -0.65
8518; 0.76; 0.25; -9.73; -0.61; 1.37; -0.69
8544; 0.76; 0.19; -9.72; -0.64; 1.37; -0.51
8576; 0.67; 0.21; -9.69; -0.69; 1.46; -0.44
8602; 0.7; 0.2; -9.67; -0.43; 1.41; -0.39
8628; 0.7; 0.2; -9.71; -0.49; 1.36; -0.43
8653; 0.77; 0.23; -9.67; -0.54; 1.35; -0.41
8680; 0.72; 0.18; -9.69; -0.66; 1.4; -0.45
8706; 0.72; 0.22; -9.74; -0.66; 1.23; -0.5
8748; 0.75; 0.21; -9.66; -0.61; 1.27; -0.4
8774; 0.73; 0.23; -9.7; -0.47; 1.49; -0.43
8800; 0.72; 0.19; -9.74; -0.6; 1.21; -0.47
8826; 0.69; 0.19; -9.69; -0.46; 1.47; -0.41
8852; 0.72; 0.2; -9.7; -0.54; 1.32; -0.48
8878; 0.71; 0.23; -9.71; -0.77; 1.46; -0.45
8904; 0.73; 0.23; -9.73; -0.69; 1.4; -0.51
8936; 0.75; 0.24; -9.66; -0.43; 1.43; -0.39
8962; 0.7; 0.18; -9.69; -0.56; 1.27; -0.43
8988; 0.7; 0.22; -9.67; -0.78; 1.27; -0.39
9014; 0.76; 0.19; -9.69; -0.57; 1.55; -0.6
9039; 0.71; 0.21; -9.76; -0.6; 1.4; -0.36
9065; 0.74; 0.21; -9.69; -0.55; 1.42; -0.37
9092; 0.77; 0.24; -9.66; -0.67; 1.37; -0.68
9117; 0.75; 0.17; -9.7; -0.52; 1.37; -0.45
9143; 0.7; 0.25; -9.69; -0.54; 1.37; -0.43
9168; 0.7; 0.23; -9.67; -0.63; 1.3; -0.52
9194; 0.74; 0.24; -9.7; -0.53; 1.39; -0.39
9221; 0.7; 0.21; -9.7; -0.53; 1.34; -0.4
9246; 0.77; 0.21; -9.67; -0.67; 1.3; -0.4
9278; 0.76; 0.22; -9.67; -0.63; 1.55; -0.41
9304; 0.73; 0.23; -9.73; -0.67; 1.38; -0.4
9330; 0.73; 0.19; -9.68; -0.61; 1.22; -0.5
9356; 0.7; 0.2; -9.71; -0.61; 1.35; -0.32
9381; 0.75; 0.19; -9.72; -0.56; 1.49; -0.5
9407; 0.72; 0.21; -9.67; -0.47; 1.5; -0.58
9434; 0.74; 0.19; -9.67; -0.67; 1.49; -0.43
9459; 0.79; 0.21; -9.7; -0.48; 1.31; -0.6
9485; 0.73; 0.23; -9.72; -0.76; 1.43; -0.39
9510; 0.75; 0.23; -9.74; -0.4; 1.37; -0.43
9537; 0.75; 0.21; -9.69; -0.53; 1.4; -0.4
9563; 0.72; 0.19; -9.7; -0.56; 1.28; -0.51
9594; 0.74; 0.24; -9.69; -0.46; 1.33; -0.37
9620; 0.75; 0.19; -9.66; -0.63; 1.45; -0.37
9646; 0.71; 0.22; -9.68; -0.53; 1.37; -0.47
9672; 0.7; 0.22; -9.68; -0.5; 1.43; -0.34
9698; 0.72; 0.22; -9.71; -0.49; 1.24; -0.57
9723; 0.75; 0.23; -9.68; -0.57; 1.32; -0.65
9749; 0.76; 0.2; -9.72; -0.51; 1.4; -0.5
9776; 0.74; 0.23; -9.7; -0.47; 1.37; -0.54
9801; 0.71; 0.23; -9.72; -0.68; 1.37; -0.32
9827; 0.77; 0.22; -9.67; -0.62; 1.53; -0.4
9852; 0.76; 0.18; -9.71; -0.53; 1.45; -0.56
9879; 0.76; 0.22; -9.7; -0.53; 1.37; -0.6
9905; 0.73; 0.2; -9.69; -0.66; 1.34; -0.34
9936; 0.73; 0.19; -9.7; -0.44; 1.43; -0.44
9962; 0.74; 0.24; -9.7; -0.47; 1.46; -0.58
9989; 0.71; 0.23; -9.73; -0.57; 1.44; -0.56
10014; 0.73; 0.19; -9.68; -0.5; 1.42; -0.62
10041; 0.75; 0.23; -9.72; -0.66; 1.34; -0.35
10066; 0.73; 0.24; -9.69; -0.41; 1.45; -0.46
10093; 0.71; 0.18; -9.7; -0.62; 1.37; -0.56
10119; 0.72; 0.24; -9.69; -0.4; 1.36; -0.53
10145; 0.73; 0.22; -9.71; -0.46; 1.14; -0.46
10172; 0.75; 0.22; -9.69; -0.47; 1.4; -0.43
10198; 0.76; 0.21; -9.68; -0.64; 1.5; -0.43
10224; 0.75; 0.22; -9.7; -0.65; 1.35; -0.51
10250; 0.73; 0.22; -9.65; -0.53; 1.34; -0.41
10283; 0.71; 0.21; -9.7; -0.6; 1.47; -0.48
10308; 0.7; 0.21; -9.68; -0.6; 1.4; -0.47
10334; 0.74; 0.2; -9.68; -0.63; 1.39; -0.54
10360; 0.74; 0.2; -9.72; -0.6; 1.34; -0.51
10386; 0.74; 0.19; -9.71; -0.53; 1.35; -0.61
10412; 0.71; 0.21; -9.69; -0.6; 1.38; -0.53
10438; 0.72; 0.22; -9.67; -0.58; 1.43; -0.47
10464; 0.72; 0.21; -9.69; -0.6; 1.31; -0.59
10489; 0.73; 0.22; -9.71; -0.47; 1.3; -0.39
10516; 0.73; 0.21; -9.7; -0.53; 1.37; -0.58
10542; 0.71; 0.22; -9.67; -0.37; 1.46; -0.24
10568; 0.75; 0.22; -9.69; -0.27; 1.28; -0.51
10600; 0.73; 0.23; -9.71; -0.66; 1.34; -0.54
10626; 0.73; 0.21; -9.69; -0.43; 1.37; -0.4
10652; 0.73; 0.23; -9.67; -0.56; 1.46; -0.56
10678; 0.71; 0.22; -9.68; -0.65; 1.48; -0.55
10703; 0.73; 0.27; -9.73; -0.5; 1.33; -0.56
10730; 0.75; 0.2; -9.7; -0.37; 1.3; -0.5
10756; 0.72; 0.22; -9.68; -0.51; 1.35; -0.43
10782; 0.73; 0.18; -9.73; -0.63; 1.5; -0.44
10808; 0.75; 0.2; -9.67; -0.56; 1.42; -0.47
10833; 0.75; 0.18; -9.67; -0.49; 1.46; -0.58
10860; 0.74; 0.2; -9.71; -0.69; 1.43; -0.47
10886; 0.76; 0.23; -9.7; -0.47; 1.53; -0.47
10911; 0.69; 0.19; -9.72; -0.66; 1.29; -0.45
10943; 0.75; 0.23; -9.7; -0.6; 1.22; -0.37
10970; 0.73; 0.23; -9.68; -0.4; 1.24; -0.43
10995; 0.75; 0.23; -9.67; -0.5; 1.46; -0.47
11022; 0.77; 0.22; -9.69; -0.66; 1.45; -0.56
11047; 0.73; 0.22; -9.72; -0.53; 1.4; -0.5
11073; 0.74; 0.2; -9.69; -0.47; 1.39; -0.48
11100; 0.69; 0.2; -9.69; -0.53; 1.44; -0.53
11125; 0.7; 0.21; -9.71; -0.49; 1.25; -0.39
11151; 0.7; 0.2; -9.66; -0.41; 1.26; -0.59
11177; 0.71; 0.18; -9.67; -0.64; 1.33; -0.63
11203; 0.75; 0.23; -9.7; -0.66; 1.4; -0.49
11229; 0.74; 0.19; -9.69; -0.51; 1.41; -0.46
11261; 0.76; 0.26; -9.71; -0.58; 1.5; -0.47
11287; 0.73; 0.24; -9.67; -0.58; 1.43; -0.5
11313; 0.73; 0.21; -9.72; -0.58; 1.25; -0.45
11339; 0.7; 0.22; -9.66; -0.63; 1.25; -0.53
